TaskId,ProjectId,TaskCode,TaskDiscipline,TaskType,SubTask,Name,Detail,UserIds,StartDate,TargetDate,FinishedDate,Hours,Modified,AutoLoad
5311,PRO-113-VNC-41,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01.Modeling and Documentation,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5312,PRO-113-VNC-41,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,02.QC,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5313,PRO-113-VNC-41,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,03.Project management,,(73),2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5314,PRO-113-VNC-42,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01.Modeling and Documentation,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5315,PRO-113-VNC-42,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,02.QC,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5316,PRO-113-VNC-42,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,03.Project management,,(73),2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5317,PRO-113-VNC-43,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01.Modeling and Documentation,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5318,PRO-113-VNC-43,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,02.QC,,"(139),(73),(112),(227),(206)",2021-11-09,2021-11-12,2022-03-30,0,,06/13/2022 1:39:12 PM
5319,PRO-113-VNC-44,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 1 - Create As-built model and documentation,,(112),2021-11-10,2021-11-11,2022-03-30,0,,06/13/2022 1:39:12 PM
5320,PRO-113-VNC-45,MEP-PJM-NEWM-01,MEP,Project Management,New Model,03. Project Management,,"(187),(149),(73)",2021-11-23,2021-11-25,2021-11-30,0,,06/13/2022 1:39:12 PM
5321,PRO-113-VNC-45,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. Point Cloud to 3D Modelling,,"(196),(112)",2021-11-23,2021-11-25,2021-11-30,0,,06/13/2022 1:39:12 PM
5322,PRO-113-VNC-46_M,MEP-OTH-NEWM-01,MEP,Others,New Model,01. 3D Model Creation,,"(170),(196),(223)",2021-12-15,2021-12-17,2022-03-30,0,,06/13/2022 1:39:12 PM
5323,PRO-113-VNC-46_M,MEP-OTH-NEWM-02,MEP,Others,New Model,02. 2D Documentation,,"(170),(196),(223)",2021-12-15,2021-12-17,2022-03-30,0,,06/13/2022 1:39:12 PM
5324,PRO-113-VNC-46_M,MEP-OTH-NEWM-03,MEP,Others,New Model,03. Coordination + Quality Check,,(151),2021-12-15,2021-12-17,2022-03-30,0,,06/13/2022 1:39:12 PM
5325,PRO-113-VNC-46_M,MEP-PJM-NEWM-01,MEP,Project Management,New Model,04. Project Management + Quality Check,,"(187),(149)",2021-12-15,2021-12-17,2022-03-30,0,,06/13/2022 1:39:12 PM
5326,PRO-113-VNC-46_A,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 2 - Propose architecture design model and documentation,,(112),2021-11-30,2021-12-09,2022-03-30,0,,06/13/2022 1:39:12 PM
5327,PRO-113-VNC-47_A,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-22,2021-12-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5328,PRO-113-VNC-47_A,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 2 - Propose architecture design model and documentation,,"(139),(235),(112),(206)",2021-11-30,2021-12-27,2022-03-30,0,,06/13/2022 1:39:12 PM
5329,PRO-113-VNC-48_A,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 2 - Propose architecture design model and documentation,,"(139),(235),(206)",2021-12-01,2021-12-04,2022-03-30,0,,06/13/2022 1:39:12 PM
5330,PRO-113-VNC-48_A,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-22,2021-12-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5331,PRO-113-VNC-48_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. MEP Modelling,,"(151),(170),(196),(223),(207)",2022-01-20,2022-01-28,2022-03-30,100,,06/13/2022 1:39:12 PM
5332,PRO-113-VNC-48_M,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,02. 2D Documentation,,"(151),(170),(196),(223),(207)",2022-01-21,2022-01-24,2022-03-30,100,,06/13/2022 1:39:12 PM
5333,PRO-113-VNC-48_M,MEP-PJM-NEWM-01,MEP,Project Management,New Model,03. Project Management,,"(187),(149)",2022-01-21,2022-01-26,2022-03-30,0,,06/13/2022 1:39:12 PM
5334,PRO-113-VNC-49,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 1 - Create As-built model and documentation,,"(206),(139),(235),(112)",2021-12-07,2021-12-27,2022-03-30,0,,06/13/2022 1:39:12 PM
5335,PRO-113-VNC-49,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-22,2021-12-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5336,PRO-113-VNC-50,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Stage 1 - Create As-built model and documentation,,"(112),(206)",2021-12-15,2021-12-20,2022-03-30,0,,06/13/2022 1:39:12 PM
5337,PRO-113-VNC-50,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-22,2021-12-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5338,PRO-113-VNC-51,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-21,2021-12-27,2022-03-30,0,,06/13/2022 1:39:12 PM
5339,PRO-113-VNC-51,ARC-PJM-MGMT-02,Architecture,Project Management,Project Management,Project and team management,,(73),2021-12-22,2021-12-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5340,PRO-113-VNC-53,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01. Create asbuilt model as per PC data,,"(206),(139),(112)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5341,PRO-113-VNC-53_A,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,01. 3D Modelling,3D Modelling scan-to-bim,"(188),(73)",2022-02-14,2022-02-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5342,PRO-113-VNC-53_A,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. 2D Documentation,2D drawing Production ,"(73),(188)",2022-02-14,2022-02-25,2022-03-30,0,,06/13/2022 1:39:12 PM
5343,PRO-113-VNC-53_M,MEP-MOD-NEWM-01,MEP,Modelling,New Model,01. 3D Modelling,3D Modelling scan-to-bim,"(218),(229),(205),(220),(212)",2022-02-14,2022-02-25,2022-03-31,0,,06/13/2022 1:39:12 PM
5344,PRO-113-VNC-53_M,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,02. 2D Documentation,2D drawing Production ,"(218),(229),(205),(220),(212)",2022-02-14,2022-02-25,2022-03-31,0,,06/13/2022 1:39:12 PM
5345,PRO-113-VNC-53_M,MEP-PJM-MGMT-01,MEP,Project Management,Project Management,03. Project Management & QA,Project Management & QA,"(212),(187),(205)",2022-02-15,2022-03-31,2022-03-31,0,,06/13/2022 1:39:12 PM
5346,PRO-113-VNC-55,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. Create CD model and drawing,,"(182),(228)",2022-05-18,2022-05-21,2022-04-20,0,,06/13/2022 1:39:12 PM
5347,PRO-113-VNC-58,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5348,PRO-113-VNC-58,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5349,PRO-113-VNC-59,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5350,PRO-113-VNC-59,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5351,PRO-113-VNC-60,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5352,PRO-113-VNC-60,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5353,PRO-113-VNC-61,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,02. Create CD model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5354,PRO-113-VNC-61,ARC-2DD-NEWM-03,Architecture,2D Documentation,New Model,03. CAD extraction,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5355,PRO-113-VNC-61,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5356,PRO-113-VNC-62,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-21,0,,06/13/2022 1:39:12 PM
5357,PRO-113-VNC-62,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-21,0,,06/13/2022 1:39:12 PM
5358,PRO-113-VNC-63,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-21,0,,06/13/2022 1:39:12 PM
5359,PRO-113-VNC-63,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-21,0,,06/13/2022 1:39:12 PM
5360,PRO-113-VNC-64,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. Create CD model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5361,PRO-113-VNC-64,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,03. CAD extraction,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5362,PRO-113-VNC-64,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5363,PRO-113-VNC-65,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. Create CD model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5364,PRO-113-VNC-65,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,03. CAD extraction,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5365,PRO-113-VNC-65,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5366,PRO-113-VNC-66,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,01. Create existing condition model and drawing,,"(182),(206),(139),(112),(260),(259)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5367,PRO-113-VNC-66,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-04-20,0,,06/13/2022 1:39:12 PM
5368,PRO-113-VNC-67,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,02. Create CD model and drawing,,"(182),(206),(139),(112),(228),(207),(223)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5369,PRO-113-VNC-67,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00. QC,,"(182),(206)",2022-04-06,2022-04-09,2022-06-14,0,,06/13/2022 1:39:12 PM
5370,PRO-113-VNC-68,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,01. Update CD model and drawing,,"(182),(112),(223),(207),(228)",2022-04-25,2022-04-29,2022-06-14,0,,06/13/2022 1:39:12 PM
5371,PRO-113-VNC-69,ARC-MOD-NEWM,Architecture,Modelling,New Model,01. Create asbuilt model and drawing,,"(182),(112),(228),(273),(272)",2022-04-19,2022-04-20,2022-06-29,0,,06/29/2022 4:38:54 PM
5372,PRO-113-VNC-69,STR-MOD-STDM-01,Structure,Modelling,Standardize Model,02. Traning stage 01,,,2022-06-10,2022-06-13,2022-07-11,0,,06/13/2022 1:39:12 PM
5373,PRO-113-VNC-69,STR-MOD-STDM-02,Structure,Modelling,Standardize Model,02. Traning stage 01,,(273),2022-06-07,2022-06-09,2022-07-11,0,,06/13/2022 1:39:12 PM
5374,PRO-113-VNC-69,STR-MOD-STDM-03,Structure,Modelling,Standardize Model,03. Traning stage 02,,(273),2022-06-10,2022-06-13,2022-07-11,0,,06/13/2022 1:39:12 PM
5375,PRO-113-VNC-69,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,01. Create model and drawing,,(139),2022-06-02,2022-06-08,2022-07-11,8,,06/13/2022 1:39:12 PM
5376,PRO-113-VNC-70,ARC-2DD-NEWM,Architecture,2D Documentation,New Model,01. Create CD model and drawing,,"(182),(112),(228),(207),(223)",2022-04-25,2022-04-28,2022-06-14,0,,06/14/2022 10:19:18 AM
5377,PRO-113-VNC-72,ARC-MOD-NEWM,Architecture,Modelling,New Model,01. Create CD model and drawing,,"(182),(112),(228)",2022-05-25,2022-05-28,2022-06-29,0,,06/29/2022 4:27:21 PM
5378,PRO-113-VNC-72,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,01.Create model and drawing,,"(139),(273)",2022-06-02,2022-06-08,2022-07-11,8,,06/13/2022 1:39:12 PM
5379,PRO-113-VNC-27_M,MEP-OTH-NEWM-01,MEP,Others,New Model,01.3D Model Creation and 2D Documentation,,"(151),(155),(219),(170),(196),(225),(207),(223),(218)",2021-05-03,2021-05-07,2021-11-22,300,,06/13/2022 1:39:12 PM
5380,PRO-113-VNC-27_M,MEP-OTH-MGMT-01,MEP,Others,Project Management,Project Management,,"(149),(187),(212)",2021-05-03,2021-05-07,2021-05-28,10,,06/13/2022 1:39:12 PM
5381,PRO-113-VNC-27_M,MEP-OTH-NEWM-02,MEP,Others,New Model,Model Review and QA/QC,,(151),2021-05-03,2021-05-07,2021-05-28,15,,06/13/2022 1:39:12 PM
5382,PRO-113-VNC-27_M,MEP-OTH-NEWM-03,MEP,Others,New Model,02.QC,,"(151),(155),(219),(170),(196),(225),(207),(223),(218)",2021-08-02,2021-08-05,2021-11-22,300,,06/13/2022 1:39:13 PM
5383,PRO-113-VNC-27_M,MEP-CRD-NEWM-01,MEP,Coordination,New Model,Clash Resolution and Coordination,,(151),2021-05-03,2021-05-07,2021-05-28,10,,06/13/2022 1:39:13 PM
5384,PRO-113-VNC-28,STR-2DD-STDM-01,Structure,2D Documentation,Standardize Model,01.Documentation,,"(185),(139),(112),(73),(151),(196),(170),(223),(207),(188),(227),(226),(206)",2021-08-02,2021-08-05,2022-03-30,0,,06/13/2022 1:39:13 PM
5385,PRO-113-VNC-28,STR-CRD-STDM-01,Structure,Coordination,Standardize Model,02.QC,,"(185),(139),(112),(73)",2021-08-02,2021-08-05,2022-03-30,0,,06/13/2022 1:39:13 PM
5386,PRO-113-VNC-33,MEP-PJM-MGMT-01,MEP,Project Management,Project Management,03. Project management,,"(187),(149)",2021-08-17,2021-08-20,2021-11-15,0,,06/13/2022 1:39:13 PM
5387,PRO-113-VNC-33,MEP-2DD-MDLU-01,MEP,2D Documentation,Model Upgrade,3D Modelling and Documentation,,,2021-08-17,2021-08-20,2022-03-30,0,,06/13/2022 1:39:13 PM
5388,PRO-113-VNC-33,MEP-2DD-NEWM-01,MEP,2D Documentation,New Model,01. 3D Modelling and Documentation,,"(170),(196),(207),(223)",2021-08-17,2021-08-20,2021-11-23,0,,06/13/2022 1:39:13 PM
5389,PRO-113-VNC-33,MEP-2DD-NEWM-02,MEP,2D Documentation,New Model,QA/QC and Coordination,,(151),2021-08-17,2021-08-20,2021-11-15,0,,06/13/2022 1:39:13 PM
5390,PRO-113-VNC-34_M,MEP-OTH-NEWM-01,MEP,Others,New Model,02. QA/QC and Coordination,,(151),2021-08-23,2021-08-26,2021-11-15,0,,06/13/2022 1:39:13 PM
5391,PRO-113-VNC-34_M,MEP-OTH-NEWM-02,MEP,Others,New Model,01. 3D Modelling and Documentation,,"(170),(196),(207),(223)",2021-08-23,2021-08-26,2021-11-23,0,,06/13/2022 1:39:13 PM
5392,PRO-113-VNC-34_M,MEP-OTH-NEWM-03,MEP,Others,New Model,03. Project Management,,"(187),(149)",2021-08-23,2021-08-26,2021-11-15,0,,06/13/2022 1:39:13 PM
5393,PRO-131-WWJP-88,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,01. 3D Modelling,,"(216),(190),(208),(169),(234),(221)",2021-11-27,2022-01-30,,0,,06/13/2022 1:39:13 PM
5394,PRO-131-WWJP-00_FAM,STR-MOD-NEWM-01,Structure,Modelling,New Model,01.Arch Modeling,,"(209),(226),(169)",2021-08-25,2021-08-28,2022-03-30,0,,06/13/2022 1:39:13 PM
5395,PRO-131-WWJP-00_FAM,STR-MOD-NEWM-02,Structure,Modelling,New Model,02.MEP Modeling,,"(205),(223),(218),(196),(219),(229),(220)",2021-08-25,2021-08-28,2022-03-30,0,,06/13/2022 1:39:13 PM
5396,PRO-131-WWJP-00,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,01. Storefront Modeling,,"(216),(208),(231),(234),(221),(169),(190)",2021-11-10,2021-11-30,,0,,06/13/2022 1:39:13 PM
5397,PRO-131-WWJP-00,ARC-MOD-STDM-02,Architecture,Modelling,Standardize Model,07. Setup & QC,,"(216),(190),(208),(169),(234),(221),(231)",2021-11-10,2021-11-30,,0,,06/13/2022 1:39:13 PM
5398,PRO-131-WWJP-00,ARC-MOD-STDM-03,Architecture,Modelling,Standardize Model,02. Appliances,,"(216),(208),(231),(234),(221),(169),(190)",2021-11-24,2021-11-27,,0,,06/13/2022 1:39:13 PM
5399,PRO-131-WWJP-00,ARC-MOD-STDM-04,Architecture,Modelling,Standardize Model,03. Millwork Modeling,,"(216),(190),(208),(169),(234),(221),(231)",2021-11-24,2021-11-27,,0,,06/13/2022 1:39:13 PM
5400,PRO-131-WWJP-00,ARC-MOD-STDM-05,Architecture,Modelling,Standardize Model,04. Electrical Equipments,,"(216),(190),(208),(169),(234),(221),(231)",2021-11-24,2021-11-27,,0,,06/13/2022 1:39:13 PM
5401,PRO-131-WWJP-00,ARC-MOD-STDM-06,Architecture,Modelling,Standardize Model,05. Update Template,,"(216),(190),(208),(169),(234),(221),(231)",2021-11-24,2021-11-27,,0,,06/13/2022 1:39:13 PM
5402,PRO-131-WWJP-00,ARC-MOD-STDM-07,Architecture,Modelling,Standardize Model,06. Purge Materials,,"(216),(190),(208),(169),(234),(221),(231)",2021-11-24,2021-11-27,,0,,06/13/2022 1:39:13 PM
5403,PRO-109-WOAA-01_REV1,ARC-MOD-STDM-01,Architecture,Modelling,Standardize Model,01. 3d Modelling,,"(208),(234),(169),(176),(183),(210),(190),(151),(228),(223),(196),(219),(207)",2021-11-27,2021-12-30,,0,,06/13/2022 1:39:13 PM
5404,PRO-109-WOAA-01_REV1,ARC-MOD-STDM-02,Architecture,Modelling,Standardize Model,0.2 QC,,"(208),(231),(183)",2021-11-27,2021-12-30,,0,,06/13/2022 1:39:13 PM
5405,PRO-109-WOAA-01_REV1,ARC-2DD-STDM-01,Architecture,2D Documentation,Standardize Model,03. WC Detail Documentation,,"(151),(196),(223),(228),(219),(229),(220)",2021-11-29,2021-12-30,,0,,06/13/2022 1:39:13 PM
5406,PRO-109-WOAA-01_REV1,ARC-2DD-STDM-02,Architecture,2D Documentation,Standardize Model,04. Set Out Plans,,"(151),(196),(223),(228),(219),(229),(220),(242),(247),(231)",2022-03-01,2022-05-31,,0,,06/13/2022 1:39:13 PM
5407,PRO-109-WOAA-01_REV1,ARC-2DD-STDM-03,Architecture,2D Documentation,Standardize Model,05.Ceiling Plans,,"(151),(196),(223),(228),(219),(229),(220),(242),(247),(231)",2022-03-01,2022-05-31,,0,,06/13/2022 1:39:13 PM
5408,PRO-109-WOAA-01_A,ARC-OTH-NEWM-02,Architecture,Others,New Model,01-TBF Familes,,"(169),(183),(191),(109),(205),(218)",2021-03-04,2021-03-07,,0,,06/13/2022 1:39:13 PM
5409,PRO-109-WOAA-01_A,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,02-TBF 3D Modeling ,,"(215),(208),(216),(169),(183),(176),(109)",2021-03-08,2021-03-31,,0,,06/13/2022 1:39:13 PM
5410,PRO-109-WOAA-01_A,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,STR SIMULATTION FOR COORDINATION - LOD200,,,2021-03-11,2021-03-14,,0,,06/13/2022 1:39:13 PM
5411,PRO-109-WOAA-01_A,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,02-TBF 3D Facade Modeling,,"(215),(208),(216),(169),(183),(176)",2021-03-22,2021-06-15,,0,,06/13/2022 1:39:13 PM
5412,PRO-109-WOAA-01_A,ARC-MTN-MTGS-01,Architecture,Meeting - Non Billable,Meetings,00-Internal meeting,,"(224),(215)",2021-03-08,2021-03-11,,0,,06/13/2022 1:39:13 PM
5413,PRO-109-WOAA-01_A,ARC-PJM-MTGS-01,Architecture,Project Management,Meetings,00-Official Meeting,,"(224),(198),(215),(183)",2021-03-08,2021-03-11,,0,,06/13/2022 1:39:13 PM
5414,PRO-109-WOAA-01_A,ARC-PJM-MGMT-01,Architecture,Project Management,Project Management,00-Check Resoure/Worload/Management/Training for Leader/Review model,,(224),2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5415,PRO-109-WOAA-01_A,ARC-PJM-MGMT-02,Architecture,Project Management,Project Management,00-TBF BEP,,(224),2021-03-25,2021-03-28,,0,,06/13/2022 1:39:13 PM
5416,PRO-109-WOAA-01_A,ARC-PJM-NEWM-01,Architecture,Project Management,New Model,00-TFB QC/Planning,,"(183),(215)",2021-04-20,2021-04-23,,0,,06/13/2022 1:39:13 PM
5417,PRO-109-WOAA-01_A,ARC-CRD-MGMT-01,Architecture,Coordination,Project Management,Check Resource/Worload/Program/Management,,,2021-03-08,2021-03-11,,0,,06/13/2022 1:39:13 PM
5418,PRO-109-WOAA-01_A,ARC-2DD-NEWM-01,Architecture,2D Documentation,New Model,03-TBF GA,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5419,PRO-109-WOAA-01_A,ARC-2DD-NEWM-02,Architecture,2D Documentation,New Model,03-TBF WSO Plan,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5420,PRO-109-WOAA-01_A,ARC-2DD-NEWM-03,Architecture,2D Documentation,New Model,03-TBF Elevation,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5421,PRO-109-WOAA-01_A,ARC-2DD-NEWM-04,Architecture,2D Documentation,New Model,03-TBF Section,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5422,PRO-109-WOAA-01_A,ARC-2DD-NEWM-05,Architecture,2D Documentation,New Model,03-TBF Core/Lift/Stair,,"(215),(208),(216),(169),(183),(191)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5423,PRO-109-WOAA-01_A,ARC-2DD-NEWM-06,Architecture,2D Documentation,New Model,03-TBF Strip Sections,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5424,PRO-109-WOAA-01_A,ARC-2DD-NEWM-07,Architecture,2D Documentation,New Model,03-TBF Door/Curtain wall,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5425,PRO-109-WOAA-01_A,ARC-2DD-NEWM-08,Architecture,2D Documentation,New Model,03-TBF Typicals Rooms,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5426,PRO-109-WOAA-01_A,ARC-2DD-NEWM-09,Architecture,2D Documentation,New Model,03-TBF ID Rooms,,"(215),(208),(216),(169),(183),(191),(109)",2021-03-22,2021-03-25,,0,,06/13/2022 1:39:13 PM
5427,PRO-109-WOAA-01_A,ARC-2DD-NEWM-10,Architecture,2D Documentation,New Model,03-TBF Line of Height,,(191),2021-03-24,2021-06-14,,0,,06/13/2022 1:39:13 PM
5428,PRO-109-WOAA-01_A,ARC-2DD-NEWM-11,Architecture,2D Documentation,New Model,03-TBF Site Information,,"(215),(183),(109),(208),(216)",2021-04-12,2021-04-15,,0,,06/13/2022 1:39:13 PM
5429,PRO-109-WOAA-01_S,STR-MOD-NEWM-02,Structure,Modelling,New Model,Create structure model,Create structure model,"(200),(203),(112),(206),(188)",2021-03-15,2021-03-16,2022-03-30,48,,06/13/2022 1:39:13 PM
5430,PRO-109-WOAA-01_S,STR-MOD-MDLU-01,Structure,Modelling,Model Upgrade,01. Update STR model follow latest SD drawing,,(188),2021-11-22,2021-11-26,2022-03-30,0,,06/13/2022 1:39:13 PM
5431,PRO-109-WOAA-01_S,STR-OTH-MGMT-01,Structure,Others,Project Management,Create BEP and  timeline ,Create BEP and  timeline for Whisky Poject,(188),2021-03-15,2021-03-20,2022-03-30,40,,06/13/2022 1:39:13 PM
5432,PRO-109-WOAA-01_S,STR-PJM-MGMT-01,Structure,Project Management,Project Management,Quality control of model,Quality control of model,"(188),(214)",2021-03-22,2021-03-25,2022-03-30,48,,06/13/2022 1:39:13 PM
5433,PRO-117-WORKPATH-02,ARC-MOD-NEWM-01,Architecture,Modelling,New Model,Create family - Chairs,,"(209),(227),(226),(188),(112),(139),(185),(206)",2021-06-28,2021-08-23,2022-03-30,0,,06/13/2022 1:39:13 PM
5434,PRO-117-WORKPATH-02,ARC-MOD-NEWM-02,Architecture,Modelling,New Model,Create family - Lightings,,"(209),(220)",2021-06-28,2021-08-23,2022-03-30,0,,06/13/2022 1:39:13 PM
5435,PRO-117-WORKPATH-02,ARC-MOD-NEWM-03,Architecture,Modelling,New Model,Create family - Sofa,,"(209),(227),(226),(188),(112),(139),(185),(206)",2021-06-28,2021-08-23,2022-03-30,0,,06/13/2022 1:39:13 PM
